relative_path,line_number,keywords,line
scripts\04c_run_classical_premise_test_v2.py,1154,surv,return float(km_surv[idx])
scripts\04c_run_classical_premise_test_v2.py,1157,brier;ipcw,def ipcw_brier_score(
scripts\04c_run_classical_premise_test_v2.py,1160,surv,"survival_prob: np.ndarray,"
scripts\04c_run_classical_premise_test_v2.py,1161,eval_times,"eval_times: np.ndarray,"
scripts\04c_run_classical_premise_test_v2.py,1163,censor;surv,"km_times, km_surv = censoring_km_training(y_train)"
scripts\04c_run_classical_premise_test_v2.py,1168,surv,"survival_prob = np.asarray(survival_prob, dtype=float)"
scripts\04c_run_classical_premise_test_v2.py,1169,eval_times,"eval_times = np.asarray(eval_times, dtype=float)"
scripts\04c_run_classical_premise_test_v2.py,1171,eval_times;surv,"if survival_prob.shape != (len(y_test), len(eval_times)):"
scripts\04c_run_classical_premise_test_v2.py,1172,brier;surv,"raise RuntimeError(""Brier survival-probability shape mismatch."")"
scripts\04c_run_classical_premise_test_v2.py,1176,eval_times,"for j, t in enumerate(eval_times):"
scripts\04c_run_classical_premise_test_v2.py,1177,surv,"G_t = km_step_value(km_times, km_surv, t, left_limit=False)"
scripts\04c_run_classical_premise_test_v2.py,1179,censor;surv,"raise RuntimeError(""Training censoring survival too small at IBS time."")"
scripts\04c_run_classical_premise_test_v2.py,1186,surv,"S = float(survival_prob[i, j])"
scripts\04c_run_classical_premise_test_v2.py,1191,surv,"km_surv,"
scripts\04c_run_classical_premise_test_v2.py,1197,censor;surv,"""Training censoring survival too small at test event time."""
scripts\04c_run_classical_premise_test_v2.py,1205,censor;ipcw,# Censored at/before t: zero IPCW contribution.
scripts\04c_run_classical_premise_test_v2.py,1256,brier;integrated_brier,def integrated_brier_custom(
scripts\04c_run_classical_premise_test_v2.py,1259,surv,"survival_prob: np.ndarray,"
scripts\04c_run_classical_premise_test_v2.py,1260,eval_times,"eval_times: np.ndarray,"
scripts\04c_run_classical_premise_test_v2.py,1262,brier;ipcw,bs = ipcw_brier_score(
scripts\04c_run_classical_premise_test_v2.py,1265,surv,"survival_prob,"
scripts\04c_run_classical_premise_test_v2.py,1266,eval_times,"eval_times,"
scripts\04c_run_classical_premise_test_v2.py,1268,eval_times,span = float(eval_times[-1] - eval_times[0])
scripts\04c_run_classical_premise_test_v2.py,1271,eval_times,"return float(np.trapz(bs, eval_times) / span)"
scripts\04c_run_classical_premise_test_v2.py,1322,repeat,"def checkpoint_manifest_path(directory: Path, repeat: int) -> Path:"
scripts\04c_run_classical_premise_test_v2.py,1323,repeat,"return directory / f""repeat_{repeat:02d}.json"""
scripts\04c_run_classical_premise_test_v2.py,1328,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v2.py,1331,repeat,"return directory / f""repeat_{repeat:02d}_{kind}.tsv"""
scripts\04c_run_classical_premise_test_v2.py,1334,repeat,def load_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,1336,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v2.py,1340,repeat,"manifest_path = checkpoint_manifest_path(directory, repeat)"
scripts\04c_run_classical_premise_test_v2.py,1354,repeat,"path = checkpoint_data_path(directory, repeat, kind)"
scripts\04c_run_classical_premise_test_v2.py,1365,repeat,def save_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,1367,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v2.py,1374,repeat,"path = checkpoint_data_path(directory, repeat, kind)"
scripts\04c_run_classical_premise_test_v2.py,1382,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1389,repeat,"checkpoint_manifest_path(directory, repeat),"
scripts\04c_run_classical_premise_test_v2.py,1395,repeat,# Primary B0/B2/B3/B4 repeated CV.
scripts\04c_run_classical_premise_test_v2.py,1398,repeat,def run_primary_repeat(
scripts\04c_run_classical_premise_test_v2.py,1399,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v2.py,1411,outer,outer = stratified_splits(
scripts\04c_run_classical_premise_test_v2.py,1413,outer,"OUTER_SPLITS,"
scripts\04c_run_classical_premise_test_v2.py,1414,repeat,"base_seed + repeat,"
scripts\04c_run_classical_premise_test_v2.py,1418,fold,fold_rows = []
scripts\04c_run_classical_premise_test_v2.py,1422,fold;outer;test_idx;train_idx,"for outer_fold, (train_idx, test_idx) in enumerate(outer):"
scripts\04c_run_classical_premise_test_v2.py,1423,fold;outer;repeat,inner_seed = base_seed + 1000 + repeat * 100 + outer_fold
scripts\04c_run_classical_premise_test_v2.py,1429,train_idx,"X_gene[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1430,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1431,train_idx,"event[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1442,repeat,"b0_audit[""repeat""] = repeat"
scripts\04c_run_classical_premise_test_v2.py,1443,fold;outer,"b0_audit[""outer_fold""] = outer_fold"
scripts\04c_run_classical_premise_test_v2.py,1450,train_idx,"X_gene[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1451,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1452,train_idx,"event[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1463,repeat,"b4_audit[""repeat""] = repeat"
scripts\04c_run_classical_premise_test_v2.py,1464,fold;outer,"b4_audit[""outer_fold""] = outer_fold"
scripts\04c_run_classical_premise_test_v2.py,1470,train_idx,).fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v2.py,1472,train_idx,X_train_m = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v2.py,1473,test_idx,X_test_m = transformer.transform(X_gene[test_idx])
scripts\04c_run_classical_premise_test_v2.py,1478,train_idx,").fit(X_train_m, y[train_idx])"
scripts\04c_run_classical_premise_test_v2.py,1483,train_idx,").fit(X_train_m, y[train_idx])"
scripts\04c_run_classical_premise_test_v2.py,1522,fold,fold_c = safe_uno_c(
scripts\04c_run_classical_premise_test_v2.py,1523,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1524,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v2.py,1528,fold,fold_rows.append(
scripts\04c_run_classical_premise_test_v2.py,1530,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1531,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,1533,train_idx,"""n_train"": len(train_idx),"
scripts\04c_run_classical_premise_test_v2.py,1534,train_idx,"""events_train"": int(event[train_idx].sum()),"
scripts\04c_run_classical_premise_test_v2.py,1535,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v2.py,1536,test_idx,"""events_test"": int(event[test_idx].sum()),"
scripts\04c_run_classical_premise_test_v2.py,1542,fold,"""fold_uno_c"": fold_c,"
scripts\04c_run_classical_premise_test_v2.py,1553,test_idx,"for local_idx, global_idx in enumerate(test_idx):"
scripts\04c_run_classical_premise_test_v2.py,1556,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1557,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,1567,fold,# infeasible in a small held-out fold. No alternative grid is created.
scripts\04c_run_classical_premise_test_v2.py,1576,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1577,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v2.py,1580,surv,b0_surv = b0.predict_survival_matrix(
scripts\04c_run_classical_premise_test_v2.py,1584,surv,b4_surv = b4.predict_survival_matrix(
scripts\04c_run_classical_premise_test_v2.py,1589,brier;integrated_brier,ibs_b0 = integrated_brier_custom(
scripts\04c_run_classical_premise_test_v2.py,1590,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1591,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v2.py,1592,surv,"b0_surv,"
scripts\04c_run_classical_premise_test_v2.py,1595,brier;integrated_brier,ibs_b4 = integrated_brier_custom(
scripts\04c_run_classical_premise_test_v2.py,1596,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1597,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v2.py,1598,surv,"b4_surv,"
scripts\04c_run_classical_premise_test_v2.py,1616,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1617,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,1619,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v2.py,1620,time_grid,"""time_grid_n"": grid_n,"
scripts\04c_run_classical_premise_test_v2.py,1621,time_grid,"""time_grid_min"": grid_min,"
scripts\04c_run_classical_premise_test_v2.py,1622,time_grid,"""time_grid_max"": grid_max,"
scripts\04c_run_classical_premise_test_v2.py,1628,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1629,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,1631,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v2.py,1632,time_grid,"""time_grid_n"": grid_n,"
scripts\04c_run_classical_premise_test_v2.py,1633,time_grid,"""time_grid_min"": grid_min,"
scripts\04c_run_classical_premise_test_v2.py,1634,time_grid,"""time_grid_max"": grid_max,"
scripts\04c_run_classical_premise_test_v2.py,1643,fold;outer;repeat,"f""    repeat {repeat+1:02d}/{OUTER_REPEATS}, fold {outer_fold+1}/5: """
scripts\04c_run_classical_premise_test_v2.py,1644,fold,"f""B0 C={model_risks and fold_rows[-4]['fold_uno_c']:.3f} """
scripts\04c_run_classical_premise_test_v2.py,1650,fold,"""folds"": pd.DataFrame(fold_rows),"
scripts\04c_run_classical_premise_test_v2.py,1736,repeat,# B1 repeated gene elastic-net.
scripts\04c_run_classical_premise_test_v2.py,1739,repeat,def run_B1_repeat(
scripts\04c_run_classical_premise_test_v2.py,1740,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v2.py,1748,outer,outer = stratified_splits(
scripts\04c_run_classical_premise_test_v2.py,1750,outer,"OUTER_SPLITS,"
scripts\04c_run_classical_premise_test_v2.py,1751,repeat,"base_seed + repeat,"
scripts\04c_run_classical_premise_test_v2.py,1755,fold,fold_rows = []
scripts\04c_run_classical_premise_test_v2.py,1758,fold;outer;test_idx;train_idx,"for outer_fold, (train_idx, test_idx) in enumerate(outer):"
scripts\04c_run_classical_premise_test_v2.py,1759,fold;outer;repeat,inner_seed = base_seed + 1000 + repeat * 100 + outer_fold
scripts\04c_run_classical_premise_test_v2.py,1762,train_idx,"X_gene[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1763,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1764,train_idx,"event[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1770,repeat,"audit[""repeat""] = repeat"
scripts\04c_run_classical_premise_test_v2.py,1771,fold;outer,"audit[""outer_fold""] = outer_fold"
scripts\04c_run_classical_premise_test_v2.py,1774,train_idx,transformer = GeneTransformer().fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v2.py,1775,train_idx,X_train = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v2.py,1776,test_idx,X_test = transformer.transform(X_gene[test_idx])
scripts\04c_run_classical_premise_test_v2.py,1778,train_idx,"model = fit_coxnet_path(X_train, y[train_idx], l1)"
scripts\04c_run_classical_premise_test_v2.py,1797,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1798,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v2.py,1802,fold,fold_rows.append(
scripts\04c_run_classical_premise_test_v2.py,1804,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1805,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,1806,train_idx,"""n_train"": len(train_idx),"
scripts\04c_run_classical_premise_test_v2.py,1807,train_idx,"""events_train"": int(event[train_idx].sum()),"
scripts\04c_run_classical_premise_test_v2.py,1808,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v2.py,1809,test_idx,"""events_test"": int(event[test_idx].sum()),"
scripts\04c_run_classical_premise_test_v2.py,1814,fold,"""fold_uno_c"": c,"
scripts\04c_run_classical_premise_test_v2.py,1818,test_idx,"for local_idx, global_idx in enumerate(test_idx):"
scripts\04c_run_classical_premise_test_v2.py,1821,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,1822,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,1832,fold,"""folds"": pd.DataFrame(fold_rows),"
scripts\04c_run_classical_premise_test_v2.py,1904,repeat,def run_event_matched_repeat(
scripts\04c_run_classical_premise_test_v2.py,1905,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v2.py,1920,outer;repeat,"outer_seed = int(protocol[""paired_human_evaluation""][""base_seed""]) + repeat"
scripts\04c_run_classical_premise_test_v2.py,1922,outer,outer = stratified_splits(
scripts\04c_run_classical_premise_test_v2.py,1924,outer,"OUTER_SPLITS,"
scripts\04c_run_classical_premise_test_v2.py,1925,outer,"outer_seed,"
scripts\04c_run_classical_premise_test_v2.py,1931,fold;outer;test_idx;train_idx,"for outer_fold, (train_idx, test_idx) in enumerate(outer):"
scripts\04c_run_classical_premise_test_v2.py,1932,train_idx,n_h = len(train_idx)
scripts\04c_run_classical_premise_test_v2.py,1933,train_idx,e_h = int(event_human[train_idx].sum())
scripts\04c_run_classical_premise_test_v2.py,1938,train_idx,).fit(X_human_gene[train_idx])
scripts\04c_run_classical_premise_test_v2.py,1940,train_idx,H_train = human_transformer.transform(X_human_gene[train_idx])
scripts\04c_run_classical_premise_test_v2.py,1941,test_idx,H_test = human_transformer.transform(X_human_gene[test_idx])
scripts\04c_run_classical_premise_test_v2.py,1946,repeat,+ repeat * 10000
scripts\04c_run_classical_premise_test_v2.py,1947,fold;outer,+ outer_fold * 100
scripts\04c_run_classical_premise_test_v2.py,1996,fold,fold_c = safe_uno_c(
scripts\04c_run_classical_premise_test_v2.py,1997,train_idx,"y_human[train_idx],"
scripts\04c_run_classical_premise_test_v2.py,1998,test_idx,"y_human[test_idx],"
scripts\04c_run_classical_premise_test_v2.py,2004,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,2005,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,2019,fold,"""fold_uno_c"": fold_c,"
scripts\04c_run_classical_premise_test_v2.py,2023,test_idx,"for local_idx, global_idx in enumerate(test_idx):"
scripts\04c_run_classical_premise_test_v2.py,2026,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v2.py,2027,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v2.py,2140,outer,"if int(paired[""outer_splits""]) != OUTER_SPLITS:"
scripts\04c_run_classical_premise_test_v2.py,2141,outer,"raise RuntimeError(""04b outer split count changed."")"
scripts\04c_run_classical_premise_test_v2.py,2142,outer;repeat,"if int(paired[""outer_repeats""]) != OUTER_REPEATS:"
scripts\04c_run_classical_premise_test_v2.py,2143,outer;repeat,"raise RuntimeError(""04b outer repeat count changed."")"
scripts\04c_run_classical_premise_test_v2.py,2292,os_event,"event = outcome[""os_event""].to_numpy(dtype=int).astype(bool)"
scripts\04c_run_classical_premise_test_v2.py,2294,surv,"y = make_surv(time_values, event)"
scripts\04c_run_classical_premise_test_v2.py,2298,outer,if len(class_counts) != 2 or min(class_counts.values()) < OUTER_SPLITS:
scripts\04c_run_classical_premise_test_v2.py,2300,fold,"f""GSE16091 cannot support frozen 5-fold stratification: {class_counts}"""
scripts\04c_run_classical_premise_test_v2.py,2376,censor,"""censored"": int((~event).sum()),"
scripts\04c_run_classical_premise_test_v2.py,2395,censor,"print(f""OS censored: {int((~event).sum())}"")"
scripts\04c_run_classical_premise_test_v2.py,2400,repeat,"# Primary B0/B2/B3/B4 stage, checkpointed per repeat."
scripts\04c_run_classical_premise_test_v2.py,2409,fold,"""folds"": [],"
scripts\04c_run_classical_premise_test_v2.py,2414,outer;repeat,for repeat in range(OUTER_REPEATS):
scripts\04c_run_classical_premise_test_v2.py,2415,repeat,cached = load_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,2417,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2419,fold,"[""predictions"", ""folds"", ""tuning"", ""ibs""],"
scripts\04c_run_classical_premise_test_v2.py,2423,outer;repeat,"print(f""  primary repeat {repeat+1:02d}/{OUTER_REPEATS}: REUSED"")"
scripts\04c_run_classical_premise_test_v2.py,2426,outer;repeat,"print(f""  primary repeat {repeat+1:02d}/{OUTER_REPEATS}: RUNNING"")"
scripts\04c_run_classical_premise_test_v2.py,2427,repeat,result = run_primary_repeat(
scripts\04c_run_classical_premise_test_v2.py,2428,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2439,repeat,save_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,2441,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2453,fold,primary_folds = pd.concat(
scripts\04c_run_classical_premise_test_v2.py,2454,fold,"primary_parts[""folds""],"
scripts\04c_run_classical_premise_test_v2.py,2466,repeat,# v1 validated repeats predate the explicit status columns; successful
scripts\04c_run_classical_premise_test_v2.py,2478,fold,"primary_folds.to_csv(PRIMARY_FOLDS, sep=""\t"", index=False)"
scripts\04c_run_classical_premise_test_v2.py,2482,outer;repeat,expected_pred_rows = EXPECTED_TARGET_N * OUTER_REPEATS * 4
scripts\04c_run_classical_premise_test_v2.py,2506,fold,unavailable_ibs_fold_keys = (
scripts\04c_run_classical_premise_test_v2.py,2509,fold;outer;repeat,"[""repeat"", ""outer_fold""],"
scripts\04c_run_classical_premise_test_v2.py,2512,fold;outer;repeat,".sort_values([""repeat"", ""outer_fold""])"
scripts\04c_run_classical_premise_test_v2.py,2514,fold,n_unavailable_ibs_folds = int(len(unavailable_ibs_fold_keys))
scripts\04c_run_classical_premise_test_v2.py,2515,fold,ibs_complete_for_primary = n_unavailable_ibs_folds == 0
scripts\04c_run_classical_premise_test_v2.py,2517,fold,# Feasible-fold summaries are retained for transparency only when the
scripts\04c_run_classical_premise_test_v2.py,2624,fold,"""n_unavailable_primary_IBS_folds"": n_unavailable_ibs_folds,"
scripts\04c_run_classical_premise_test_v2.py,2625,fold,"""unavailable_IBS_fold_keys"": unavailable_ibs_fold_keys.to_dict(orient=""records""),"
scripts\04c_run_classical_premise_test_v2.py,2626,fold,"""feasible_fold_weighted_mean_IBS_B0_descriptive_only"": ("
scripts\04c_run_classical_premise_test_v2.py,2629,fold,"""feasible_fold_weighted_mean_IBS_B4_descriptive_only"": ("
scripts\04c_run_classical_premise_test_v2.py,2632,fold,"""feasible_fold_delta_IBS_descriptive_only"": ("
scripts\04c_run_classical_premise_test_v2.py,2665,fold;outer,"f""({n_unavailable_ibs_folds} outer fold(s) unavailable)"""
scripts\04c_run_classical_premise_test_v2.py,2669,fold,"""Feasible-fold delta IBS: """
scripts\04c_run_classical_premise_test_v2.py,2692,fold,"""folds"": [],"
scripts\04c_run_classical_premise_test_v2.py,2696,outer;repeat,for repeat in range(OUTER_REPEATS):
scripts\04c_run_classical_premise_test_v2.py,2697,repeat,cached = load_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,2699,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2701,fold,"[""predictions"", ""folds"", ""tuning""],"
scripts\04c_run_classical_premise_test_v2.py,2705,outer;repeat,"print(f""  B1 repeat {repeat+1:02d}/{OUTER_REPEATS}: REUSED"")"
scripts\04c_run_classical_premise_test_v2.py,2708,outer;repeat,"print(f""  B1 repeat {repeat+1:02d}/{OUTER_REPEATS}: RUNNING"")"
scripts\04c_run_classical_premise_test_v2.py,2709,repeat,result = run_B1_repeat(
scripts\04c_run_classical_premise_test_v2.py,2710,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2717,repeat,save_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,2719,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2731,fold,b1_folds = pd.concat(
scripts\04c_run_classical_premise_test_v2.py,2732,fold,"b1_parts[""folds""],"
scripts\04c_run_classical_premise_test_v2.py,2741,fold,"b1_folds.to_csv(B1_FOLDS, sep=""\t"", index=False)"
scripts\04c_run_classical_premise_test_v2.py,2787,outer;repeat,for repeat in range(OUTER_REPEATS):
scripts\04c_run_classical_premise_test_v2.py,2788,repeat,cached = load_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,2790,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2797,outer;repeat,"f""  event-matched repeat {repeat+1:02d}/{OUTER_REPEATS}: REUSED"""
scripts\04c_run_classical_premise_test_v2.py,2802,outer;repeat,"f""  event-matched repeat {repeat+1:02d}/{OUTER_REPEATS}: RUNNING"""
scripts\04c_run_classical_premise_test_v2.py,2804,repeat,result = run_event_matched_repeat(
scripts\04c_run_classical_premise_test_v2.py,2805,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2817,repeat,save_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v2.py,2819,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v2.py,2839,repeat,# Consensus prediction averages over 50 DOG draws and 20 repeats.
scripts\04c_run_classical_premise_test_v2.py,2860,fold;outer,"""draws_per_outer_fold"": EVENT_MATCHED_DRAWS,"
scripts\04c_run_classical_premise_test_v2.py,2938,censor,"""censored"": int((~event).sum()),"
scripts\04c_run_classical_premise_test_v2.py,2969,fold,"PRIMARY_FOLDS,"
scripts\04c_run_classical_premise_test_v2.py,2997,censor,"""target_censored"": int((~event).sum()),"
scripts\04c_run_classical_premise_test_v2.py,3014,fold,"""n_unavailable_primary_IBS_folds"": n_unavailable_ibs_folds,"
scripts\04c_run_classical_premise_test_v2.py,3016,fold,"""feasible_fold_delta_IBS_descriptive_only"": ("
scripts\04c_run_classical_premise_test_v2.py,3061,fold,"f""[{n_unavailable_ibs_folds} fold(s) insufficient support]"""
scripts\04c_run_classical_premise_test_v2.py,3065,fold,"f""  feasible-fold delta IBS:            {delta_ibs_descriptive:+.5f} """
scripts\04c_run_classical_premise_test_v3.py,11,surv,"GSE16091, n=34, GPL96, overall survival."
scripts\04c_run_classical_premise_test_v3.py,14,fold;outer;repeat,the GSE16091 outer-training fold in repeated outer CV.
scripts\04c_run_classical_premise_test_v3.py,47,repeat,The primary B0/B2/B3/B4 analysis is checkpointed per repeat.
scripts\04c_run_classical_premise_test_v3.py,48,repeat,The B1 gene-level analysis is checkpointed per repeat.
scripts\04c_run_classical_premise_test_v3.py,49,repeat,The event-matched DOG secondary analysis is checkpointed per repeat.
scripts\04c_run_classical_premise_test_v3.py,83,fold,from sklearn.model_selection import StratifiedKFold
scripts\04c_run_classical_premise_test_v3.py,84,surv,from sksurv.linear_model import CoxnetSurvivalAnalysis
scripts\04c_run_classical_premise_test_v3.py,85,ipcw;surv,from sksurv.metrics import concordance_index_ipcw
scripts\04c_run_classical_premise_test_v3.py,86,surv,from sksurv.util import Surv
scripts\04c_run_classical_premise_test_v3.py,89,surv,"""04c requires scikit-survival in the active Paper-6 .venv."""
scripts\04c_run_classical_premise_test_v3.py,160,fold,"PRIMARY_FOLDS = OUT_DIR / ""primary_classical_fold_metrics.tsv"""
scripts\04c_run_classical_premise_test_v3.py,162,fold,"PRIMARY_IBS = OUT_DIR / ""primary_classical_fold_ibs.tsv"""
scripts\04c_run_classical_premise_test_v3.py,167,fold,"B1_FOLDS = OUT_DIR / ""B1_gene_elastic_net_fold_metrics.tsv"""
scripts\04c_run_classical_premise_test_v3.py,187,outer,OUTER_SPLITS = 5
scripts\04c_run_classical_premise_test_v3.py,188,outer;repeat,OUTER_REPEATS = 20
scripts\04c_run_classical_premise_test_v3.py,198,tau,UNO_TAU_QUANTILE = 0.90
scripts\04c_run_classical_premise_test_v3.py,215,fold;outer,EVENT_MATCHED_DRAWS_PER_OUTER_FOLD = 50
scripts\04c_run_classical_premise_test_v3.py,275,surv,"def make_surv(time_values: Sequence[float], event_values: Sequence[bool]) -> np.ndarray:"
scripts\04c_run_classical_premise_test_v3.py,276,surv,return Surv.from_arrays(
scripts\04c_run_classical_premise_test_v3.py,510,surv,"raise RuntimeError(f""{acc}: invalid survival time {time_value}."")"
scripts\04c_run_classical_premise_test_v3.py,518,os_event,"""os_event"": event,"
scripts\04c_run_classical_premise_test_v3.py,623,fold,"f""in training fold; minimum={self.min_genes}."""
scripts\04c_run_classical_premise_test_v3.py,698,tau,"def tau_from_training(y_train: np.ndarray, quantile: float) -> float:"
scripts\04c_run_classical_premise_test_v3.py,700,tau,"tau = float(np.quantile(times, quantile))"
scripts\04c_run_classical_premise_test_v3.py,701,tau,"return min(tau, np.nextafter(float(np.max(times)), 0.0))"
scripts\04c_run_classical_premise_test_v3.py,708,tau,"quantile: float = UNO_TAU_QUANTILE,"
scripts\04c_run_classical_premise_test_v3.py,714,tau,"tau = tau_from_training(y_train, quantile)"
scripts\04c_run_classical_premise_test_v3.py,718,ipcw,concordance_index_ipcw(
scripts\04c_run_classical_premise_test_v3.py,722,tau,"tau=tau,"
scripts\04c_run_classical_premise_test_v3.py,726,tau,"mask = np.asarray(y_test[""time""], dtype=float) <= tau"
scripts\04c_run_classical_premise_test_v3.py,731,ipcw,concordance_index_ipcw(
scripts\04c_run_classical_premise_test_v3.py,735,tau,"tau=tau,"
scripts\04c_run_classical_premise_test_v3.py,754,fold,"f""Cannot make frozen {n_splits}-fold event-stratified split; """
scripts\04c_run_classical_premise_test_v3.py,758,fold,splitter = StratifiedKFold(
scripts\04c_run_classical_premise_test_v3.py,857,breslow,"self._fit_breslow_baseline(X, y)"
scripts\04c_run_classical_premise_test_v3.py,860,breslow,"def _fit_breslow_baseline(self, X: np.ndarray, y: np.ndarray) -> None:"
scripts\04c_run_classical_premise_test_v3.py,876,breslow,"raise RuntimeError(""Invalid Breslow risk-set sum."")"
scripts\04c_run_classical_premise_test_v3.py,887,surv,def predict_survival_matrix(
scripts\04c_run_classical_premise_test_v3.py,922,fold;train_idx,"for inner_fold, (train_idx, val_idx) in enumerate(splits):"
scripts\04c_run_classical_premise_test_v3.py,926,train_idx,).fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,928,train_idx,X_train = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,940,train_idx,").fit(X_train, y[train_idx])"
scripts\04c_run_classical_premise_test_v3.py,943,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,955,fold,"""inner_fold"": inner_fold,"
scripts\04c_run_classical_premise_test_v3.py,975,fold,"raise RuntimeError(""No centered-ridge alpha has finite Uno C in all inner folds."")"
scripts\04c_run_classical_premise_test_v3.py,997,surv,) -> CoxnetSurvivalAnalysis:
scripts\04c_run_classical_premise_test_v3.py,1000,surv,model = CoxnetSurvivalAnalysis(
scripts\04c_run_classical_premise_test_v3.py,1030,fold;train_idx,"for inner_fold, (train_idx, val_idx) in enumerate(splits):"
scripts\04c_run_classical_premise_test_v3.py,1031,train_idx,transformer = GeneTransformer().fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1032,train_idx,X_train = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1037,train_idx,"model = fit_coxnet_path(X_train, y[train_idx], l1)"
scripts\04c_run_classical_premise_test_v3.py,1042,fold,"""inner_fold"": inner_fold,"
scripts\04c_run_classical_premise_test_v3.py,1060,train_idx,"y[train_idx],"
